AGS_LITHID	Site_ID	UWI	Lat_NAD83	Long_NAD83	Li_mg_L	Geo_Unit	Gr_El_masl	KB_El_masl	T_Depth_m	B_Depth_m	M_Depth_m	Cat_An_Bal	Date_Samp	Comments	Report_No	Reference	Pub_by
LITHID_0922	82128	100/14-23-052-26W4/0	53.510295	-113.728745	27.0	Mannville Group	712.6	716.3	1252.4	1253.6	1253.0	0.01012			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0924	103513	100/14-24-067-19W5/0	54.819059	-116.763958	84.0	Winterburn Group	763.2	767.5	2264.7	2303.7	2284.2	0.02319			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0925	619		51.483408	-111.308967	0.1	Belly River Group	779.0		48.8	54.9	51.9	0.00033	1978-08-04		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0926	808		54.013930	-119.152742	<0.1							-0.03232	1977-10-19		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0928	78203	100/14-30-050-04W5/0	53.351695	-114.579341	19.0	Mannville Group	784.0	788.8	1639.0	1644.0	1641.5	-0.00396			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0929	70273	100/14-32-048-06W5/0	53.190086	-114.845024	0.4		843.1	847.0	1079.9	1085.7	1082.8	0.04078			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0930	551		51.781761	-113.474509	0.2	Wapiti Formation	739.3		48.8	54.9	51.9	0.00355	1979-09-05		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0931	551		53.746502	-114.351868	<0.1		884.1		85.3	91.4	88.4	1.00000	1977-07-26		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0932	66259	100/14-33-047-02W5/0	53.103096	-114.236343	0.5	Lea Park Formation	882.7	886.1	978.7	981.8	980.3	-0.01073			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0933	946	100/15-01-003-04W4/0	49.185370	-110.415994	3.1		947.3	951.0	1060.1	1080.5	1070.3	0.14320			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0934	96215	100/15-01-063-03W4/0	54.425459	-110.315737	2.2	Viking Formation	531.3	534.0	267.0	279.2	273.1	0.02746			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0935	236		52.610483	-112.209186	<0.1		724.1		67.1	73.2	70.2	0.06646	1977-07-21		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0936	559		51.941810	-113.096553	<0.1		838.4		42.7	48.8	45.8	0.02698	1977-08-04		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0937	109442	100/15-16-075-19W5/0	55.503200	-116.882139	30.0	Elk Point Group	634.3	637.9	2383.2	2386.9	2385.1	-0.00161			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0938	94864	100/15-17-061-15W5/0	54.280913	-116.208906	82.0	Woodbend Group	856.5	861.7	2735.6	2747.5	2741.6	0.00960			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0939	94864	100/15-17-061-15W5/0	54.280913	-116.208906	81.0	Cambrian system	856.5	861.7	3005.6	3020.0	3012.8	0.01019			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0940	600		51.916248	-110.397823	0.2	Belly River Group	686.0		62.2	68.3	65.3	0.01367	1978-08-02		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0941	55340	100/15-20-041-12W4/0	52.548534	-111.693245	26.0	Mannville Group	697.4	701.0	908.3	912.6	910.5	0.01172			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0942	42105	100/15-22-033-26W4/0	51.850735	-113.603691	74.0	Winterburn Group	967.7	971.4	2263.4	2267.7	2265.6	-0.00920			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0943	93729	100/15-25-060-16W5/0	54.222957	-116.260846	86.0	Winterburn Group	810.2	814.4	2579.5	2583.2	2581.4	-0.01746			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0944	73133	100/15-29-049-26W4/0	53.263844	-113.764692	55.0	Winterburn Group	735.5	739.4	1595.9	1596.2	1596.1	0.00736			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0945	80268	100/15-33-051-25W4/0	53.455959	-113.630221	30.0	Wabamun Group	682.4	685.8	1358.0	1359.0	1358.5	-0.01646			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0946	83576	100/15-36-053-26W4/0	53.626873	-113.699500	78.0	Winterburn Group	659.6	659.6	1409.7	1411.2	1410.5	-0.00745			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0947	484		51.942262	-114.636539	0.1	Paskapoo Formation	1067.1		19.8	25.9	22.9	0.07843	1980-09-23		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0948	489		51.894986	-115.014436	0.1		1198.2		21.3	27.4	24.4	0.15844	1980-09-10		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0952	95688	100/16-05-062-12W5/0	54.339594	-115.754708	19.0	Beaverhill Lake Group	902.8	908.3	2654.2	2659.1	2656.7	0.00451			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0953	103210	100/16-06-067-10W5/0	54.775997	-115.504692	0.1	Swan Hills Formation	1166.5	1170.4	2589.0	2619.8	2604.4				AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0954	103210	100/16-06-067-10W5/0	54.775997	-115.504692	0.6	Beaverhill Lake Group	1166.5	1170.4	2589.0	2619.8	2604.4				AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0955	103210	100/16-06-067-10W5/0	54.775997	-115.504692	1.0	Swan Hills Formation	1166.5	1170.4	2589.0	2619.8	2604.4				AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0956	90476	100/16-08-057-24W4/0	53.918178	-113.524353	55.0	Winterburn Group	705.9	705.9	1225.3	1230.8	1228.1	-0.01062			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0957	60613	100/16-10-044-22W4/0	52.783324	-113.103178	60.0	Woodbend Group	819.6	823.0	1600.8	1610.0	1605.4	-0.00966			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0958	88866	100/16-10-056-24W4/0	53.830801	-113.474462	36.0	Winterburn Group	701.6	703.8	1150.9	1193.0	1172.0	0.00475			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0959	33613	100/16-21-025-12W4/0	51.153265	-111.614110	2.2	Viking Formation	739.7	743.7	853.4	869.0	861.2	0.01224			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0960	66506	100/16-22-047-04W5/0	53.075346	-114.490253	1.0		823.9	828.3	968.0	971.0	969.5	0.00647			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0961	89218	100/16-22-056-06W5/0	53.859032	-114.799616	17.2	Nordegg Member	709.0	713.5	1358.8	1366.1	1362.5	-0.00037			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0962	89218	100/16-22-056-06W5/0	53.859032	-114.799616	17.4	Mississippian system	709.0	713.5	1372.2	1378.6	1375.4	0.00049			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0963	89218	100/16-22-056-06W5/0	53.859032	-114.799616	21.4	Banff Formation	709.0	713.5	1384.4	1402.1	1393.3	0.00118			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0964	92014	100/16-22-058-19W5/0	54.033290	-116.732016	97.0	Woodbend Group	1035.4	1040.3	3348.2	3380.2	3364.2	-0.00047			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0965	805		54.057593	-119.028791	<0.1							0.02310	1977-10-18		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0966	549		51.530481	-113.658888	<0.1	Paskapoo Formation	955.8		30.5	36.6	33.6	0.00923	1977-07-26		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0967	614		51.112411	-111.612692	0.3	Belly River Group	731.7		12.2	18.3	15.3	0.02909	1978-08-04		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0968	85062	100/16-24-054-13W5/0	53.683100	-115.776824	4.0		826.0	830.1	1970.0	1977.0	1973.5	0.02107			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0969	1261	100/16-28-004-04W4/0	49.330568	-110.482135	1.7	Viking Formation	982.1	985.7	960.7	966.8	963.8	0.05345			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0970	37036	100/16-29-028-02W5/0	51.429263	-114.239155	0.6		1181.7	1185.4	2063.8	2067.2	2065.5	0.08783			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0972	810		49.156183	-111.324758	<0.1							0.00115	1977-10-19		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0974	73873	100/16-30-049-06W5/0	53.263297	-114.858111	1.0		783.6	788.2	1299.7	1308.8	1304.3	-0.01569			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0976	37717	100/16-33-029-21W4/0	51.529252	-112.892031	77.0	Winterburn Group	781.5	784.3	1672.7	1674.6	1673.7	-0.01606			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0977	138180	100/16-34-049-05W5/0	53.276361	-114.638664	11.0		751.7	756.3	1698.0	1702.0	1700.0	0.00966			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0978	532		53.354253	-114.827654	0.1	Paskapoo Formation	769.8		47.2	53.3	50.3	0.05230	1979-09-20		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0979	2000018	101/02-18-095-09W4/0	57.237759	-111.448128	<0.01		300.2	300.8	4.1	5.6	4.9	-0.03708		Not a valid well UWI	AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0980	2000026	101/05-30-094-07W4/0	57.182819	-111.127083	<0.01		430.4	431.0	7.3	8.8	8.1	0.04050		Not a valid well UWI	AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0981	2000011	101/09-26-097-13W4/0	57.449657	-111.983406	<0.01		613.9	614.5	10.0	12.0	11.0	-0.01675		Not a valid well UWI	AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0982	2000021	101/13-20-095-08W4/0	57.263603	-111.277924	<0.01		326.4	327.1	6.7	8.2	7.5	0.01119		Not a valid well UWI	AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0983	487		51.891458	-114.117091	0.1	Paskapoo Formation	966.5		89.9	96.0	93.0	0.07381	1980-09-17		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0984	73263	102/01-02-049-27W4/0	53.194485	-113.832884	19.2	Mannville Group	752.6	756.2	1410.0	1411.5	1410.8	0.00097			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0985	2000033	102/01-09-094-06W4/0	57.132771	-110.893005	<0.01		615.1	616.6	44.5	47.5	46.0	-0.00715		Not a valid well UWI	AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0986	2000008	102/01-11-097-12W4/0	57.397125	-111.821732	<0.01		323.1	324.6	63.1	66.1	64.6	-0.02172		Not a valid well UWI	AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0987	105474	102/01-12-069-22W5/0	54.954476	-117.207831	32.0	Nordegg Member	637.3	641.0	1487.4	1494.7	1491.1	-0.00442			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0988	2000019	102/02-18-095-09W4/0	57.237759	-111.448128	<0.01		299.9	300.5	59.4	65.5	62.5	-0.01490		Not a valid well UWI	AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0989	609		51.905409	-111.472875	0.5	Bearpaw Formation	783.5		17.7	23.8	20.8	0.02714	1978-08-03		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0991	607		51.923670	-110.929454	0.6	Belly River Group	782.0		35.1	41.1	38.1	0.01363	1978-08-03		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0993	66142	102/05-21-047-27W4/0	53.066158	-113.902017	24.0	Woodbend Group	852.2	856.2	2136.6	2153.1	2144.9	-0.03348			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0994	2000027	102/05-30-094-07W4/0	57.182819	-111.127083	<0.01		431.0	431.6	30.0	33.2	31.6	0.63498		Not a valid well UWI	AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0996	23731	102/06-01-019-07W4/0	50.578984	-110.850699	76.0	Elk Point Group	787.6	791.9	1713.0	1734.3	1723.7	-0.00512			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0997	99		49.467247	-113.726825	<0.1		1158.5		56.1	62.2	59.2	-0.03644	1977-06-27		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0998	100		49.638484	-113.798726	<0.1	Paskapoo Formation	1112.8		0.0	3.7	1.9	-0.01102	1977-06-27		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_0999	106800	102/06-22-071-04W5/0	55.161081	-114.530015	3.3	Viking Formation	678.8	683.1	463.3	502.0	482.7	0.01047			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_1000	106800	102/06-22-071-04W5/0	55.161081	-114.530015	3.7	Viking Formation	678.8	683.1	508.4	530.4	519.4	0.05027			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_1001	122478	102/07-13-094-03W6/0	57.154014	-118.331815	5.2	Mannville Group	758.3	762.3	772.7	784.9	778.8	0.00985			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_1002	27053	102/07-26-020-11W4/0	50.722341	-111.423000	6.4	Viking Formation	740.4	744.0	826.6	869.3	848.0	0.01116			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_1003	132		49.419326	-112.132920	0.1	Milk River Formation	951.2		213.4	219.5	216.5	-0.00118	1977-06-25		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_1005	70226	102/08-29-048-06W5/0	53.169108	-114.833547	1.0		845.8	849.5	1084.8	1095.5	1090.2	0.00033			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_1006	111575	102/09-05-078-12W6/0	55.732761	-119.815543	1.6		830.6	832.7	435.3	453.5	444.4	0.01584			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_1008	540		51.432398	-113.940227	<0.1	Paskapoo Formation	754.6		0.6	6.7	3.7	0.02742	1979-09-20		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_1009	540		53.568410	-114.760316	<0.1	Paskapoo Formation	1029.0		65.5	71.6	68.6	0.01744	1977-07-27		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_1010	65858	102/10-23-047-20W4/0	53.070518	-112.815623	10.0	Viking Formation	734.0	737.9	961.6	972.3	967.0	0.02960			AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_1012	770		49.095802	-111.133738	<0.1							0.09736	1977-09-07		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_1013	92		49.102860	-112.273903	<0.1	Belly River Group			8.5	14.6	11.6	-0.02248	1977-06-28		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
LITHID_1014	93		49.172382	-113.628115	<0.1		1265.2		21.0	27.1	24.1	-0.01459	1977-06-28		AGS DIG 2010-0001	"Eccles, D.R. and Jean, G.M. (2010): Lithium Groundwater and Formation-Water Geochemical Data; Energy Resources Conservation Board / Alberta Geological Survey; DIG 2010-0001."	Alberta Geological Survey
